z,y,x,label
320,83064,319480,0
380,82768,319376,0
376,84552,318976,0
370,84688,318976,0
412,51128,304784,0
430,51064,304832,0
436,51040,304848,0
444,51008,304864,0
452,50976,304880,0
476,50872,304944,0
456,50960,304896,0
468,50896,304896,0
400,58944,306440,0
408,58776,306304,0
422,59096,306432,0
412,58832,306320,0
412,58856,306336,0
418,58984,306384,0
436,59240,306552,0
442,59272,306496,0
440,59168,306464,0
438,59320,306480,0
474,59320,306488,0
448,59456,306512,0
460,59624,306536,0
448,59472,306512,0
452,59504,306512,0
460,59488,306560,0
414,71968,308032,0
416,71984,308016,0
426,71992,308016,0
428,71984,308048,0
436,72000,308064,0
446,72016,308080,0
454,72016,308096,0
496,72072,308160,0
400,77360,314752,0
440,77680,316096,0
458,77712,316048,0
480,77408,314856,0
456,77680,316112,0
496,77720,316072,0
472,77664,316096,0
404,78688,306272,0
408,78688,306296,0
412,78688,306320,0
432,78672,306440,0
432,78688,306320,0
432,78528,308984,0
498,78224,309232,0
482,78112,316352,0
496,83664,318856,0
436,84224,318904,0
510,50768,304984,0
512,50720,305032,0
526,50664,305024,0
524,72112,308208,0
520,72112,308176,0
536,72096,308240,0
504,77488,314936,0
508,77488,314912,0
520,77504,314936,0
512,78576,306864,0
520,77944,309456,0
516,78048,316280,0
512,82360,319296,0
546,60544,306528,0
606,61280,306784,0
548,72112,308272,0
552,72112,308272,0
574,72144,308320,0
522,77880,309432,0
564,77592,315136,0
582,77600,315120,0
576,77616,315104,0
578,78440,307072,0
584,78440,306992,0
580,78392,307056,0
544,78048,316216,0
568,78000,316192,0
616,81728,319008,0
530,82280,319208,0
536,82368,319240,0
602,82824,318584,0
624,61440,306832,0
630,61512,306856,0
646,62104,306968,0
632,61552,306864,0
638,61632,306880,0
642,61808,306904,0
656,62504,307176,0
648,62256,307040,0
648,62296,307064,0
670,62728,307280,0
692,62952,307376,0
680,62848,307328,0
680,62864,307328,0
702,62928,307312,0
618,72216,308424,0
646,72368,308528,0
646,77296,309712,0
716,77056,309760,0
686,77416,309928,0
690,77376,309824,0
624,77752,315992,0
626,77840,316072,0
646,77720,315256,0
648,77704,315296,0
684,77728,315344,0
690,78272,307352,0
616,77824,316064,0
628,77872,315928,0
662,81512,318840,0
692,82024,318320,0
692,81968,318336,0
742,63384,307616,0
722,63904,307464,0
750,63632,307760,0
744,63600,307760,0
700,72384,308592,0
700,72400,308608,0
720,72432,308640,0
714,72392,308592,0
712,72456,308624,0
716,72432,308592,0
762,72480,308696,0
716,76864,309696,0
720,76880,309704,0
720,76864,309696,0
730,76912,309768,0
772,76848,309776,0
752,77800,315456,0
768,77768,315896,0
766,77800,315808,0
740,78160,307488,0
760,78192,307480,0
782,78200,307552,0
790,78104,307536,0
718,77888,315832,0
734,77896,315840,0
756,77904,315840,0
782,77904,315840,0
712,81856,318288,0
740,81728,318248,0
732,81816,318280,0
748,81728,318448,0
792,81168,317888,0
772,81080,318688,0
778,80584,318672,0
810,64112,308144,0
772,77872,315792,0
796,81216,318024,0
840,64304,308256,0
856,64432,308320,0
864,64456,308376,0
870,64840,308272,0
868,64528,308352,0
878,64544,308344,0
880,64632,308384,0
880,64576,308368,0
884,64672,308400,0
900,64832,308464,0
842,72632,308816,0
872,76432,309776,0
884,76440,309744,0
818,77816,315648,0
864,77840,315632,0
894,77792,315640,0
892,77808,315680,0
818,78056,307584,0
816,78120,307544,0
820,78144,307568,0
900,78040,307816,0
896,77880,315640,0
888,77936,315672,0
834,80720,317824,0
866,80432,317800,0
882,80336,318280,0
894,80240,317752,0
910,80032,318048,0
916,65008,308544,0
918,65016,308560,0
954,65176,308632,0
936,65088,308560,0
974,65120,308608,0
986,65560,308840,0
902,65616,308904,0
904,65632,308912,0
960,72736,309128,0
1010,72856,309224,0
984,76248,309784,0
952,76304,309808,0
966,77792,315536,0
972,77808,315584,0
948,77960,308256,0
950,77984,308208,0
966,77960,308232,0
996,77920,308576,0
998,77896,308648,0
916,77904,315616,0
924,77888,315616,0
924,77904,315616,0
948,77888,315584,0
962,77952,315640,0
980,77984,315600,0
996,77976,315568,0
956,79848,317728,0
962,79616,317568,0
966,79560,317512,0
1014,79440,317264,0
1056,72952,309328,0
1040,72976,309296,0
1016,76168,309744,0
1016,76120,309808,0
1028,76112,309728,0
1024,76144,309776,0
1032,76088,309792,0
1040,76608,309640,0
1036,76112,309760,0
1046,76104,309744,0
1040,76192,309760,0
1048,76200,309752,0
1048,76176,309760,0
1048,76208,309760,0
1052,76568,309648,0
1064,76144,309776,0
1068,77808,315488,0
1038,77952,315488,0
1024,77952,315648,0
1012,79400,317200,0
1008,79344,317160,0
1030,79360,317184,0
1026,79376,317144,0
1050,79128,316952,0
1052,79200,317000,0
1060,77440,309080,0
1086,77752,315488,0
1074,79080,316792,0
1076,78920,316720,0
1098,78904,316712,0
1094,79032,316656,0
1090,79064,316800,0
1098,79176,316888,0
1096,79128,316880,0
1136,66664,309296,0
1136,66688,309408,0
1156,67528,309480,0
1178,67280,309480,0
1150,68912,309616,0
1158,69464,309504,0
1162,69000,309640,0
1158,69208,309584,0
1168,67936,309512,0
1164,70352,309320,0
1184,70400,309296,0
1130,75696,309800,0
1164,75576,309840,0
1102,77432,308936,0
1108,77832,315520,0
1208,77816,315424,0
1132,78528,316128,0
1150,78536,316104,0
1150,77936,315392,0
1156,78480,316032,0
1178,77976,315328,0
1172,77904,315328,0
1190,78304,315784,0
1122,79232,317288,0
1130,79280,317408,0
1124,79160,317176,0
1132,79264,317216,0
1196,79504,317904,0
1236,73528,309768,0
1216,73488,309680,0
1300,73496,324576,0
1306,73560,324512,0
1294,73744,324440,0
1238,75272,309944,0
1246,75208,309872,0
1254,75200,309920,0
1268,74056,323944,0
1276,74816,323592,0
1268,74776,323664,0
1284,73840,324264,0
1272,74768,323664,0
1272,74800,323656,0
1272,74776,323648,0
1292,74528,323808,0
1284,75120,323232,0
1282,73752,324320,0
1280,74936,323464,0
1288,75112,323352,0
1286,74144,324024,0
1304,75256,323024,0
1288,74264,323952,0
1296,75344,323032,0
1308,75368,322792,0
1266,77776,315376,0
1310,75840,322136,0
1204,78256,315744,0
1208,78256,315744,0
1222,78144,315448,0
1226,78112,315512,0
1228,78176,315560,0
1230,78096,315336,0
1240,78200,315456,0
1240,78136,315384,0
1238,77864,315464,0
1252,78048,315272,0
1256,78000,315560,0
1258,78152,315328,0
1268,77968,315184,0
1266,78056,315328,0
1276,78040,315272,0
1276,77960,315248,0
1288,78088,315344,0
1296,78008,315272,0
1300,77888,315224,0
1296,77880,315192,0
1308,78000,315216,0
1252,79568,318424,0
1266,79552,318448,0
1272,79608,318464,0
1294,79656,318608,0
1304,79616,318736,0
1294,79200,319048,0
1330,71760,309504,0
1324,71824,309312,0
1320,75120,309992,0
1312,75584,322552,0
1304,75296,322920,0
1310,77792,315328,0
1304,77816,315256,0
1314,76064,321840,0
1330,76248,321712,0
1340,76320,321680,0
1320,77952,315256,0
1322,78056,315264,0
1334,77944,315152,0
1314,79744,318752,0
1330,79840,318864,0
1340,79168,319168,0
1340,79904,318912,0
1380,73744,309872,0
1398,72880,309736,0
1332,73328,324712,0
1346,73192,324864,0
1362,73096,324992,0
1380,73024,325088,0
1410,72920,325280,0
1372,74976,309984,0
1330,77752,315232,0
1360,77736,315168,0
1362,77600,320160,0
1360,77744,320016,0
1346,76392,321616,0
1352,76336,321656,0
1356,76496,321536,0
1360,76544,321504,0
1372,76720,321384,0
1364,76592,321472,0
1368,76624,321456,0
1382,76904,321208,0
1380,76808,321304,0
1384,76728,321400,0
1394,77040,321080,0
1380,77920,315016,0
1372,78000,315032,0
1374,78000,314976,0
1378,78048,315168,0
1372,78032,315024,0
1384,77936,314968,0
1392,78064,315048,0
1390,78024,314976,0
1408,77928,315024,0
1356,78560,319520,0
1344,79024,319160,0
1354,78008,319808,0
1348,79184,319056,0
1344,79920,318928,0
1352,79960,318960,0
1356,79984,318992,0
1364,80032,319056,0
1374,80120,319136,0
1368,80064,319088,0
1386,80240,319272,0
1400,80368,319424,0
1396,80304,319352,0
1392,80920,320728,0
1508,69544,329432,0
1416,71104,327432,0
1454,70616,327712,0
1476,70024,328656,0
1468,71584,327072,0
1474,70504,327856,0
1482,71728,326976,0
1488,70072,328544,0
1496,70136,328408,0
1502,70256,328176,0
1496,70256,328152,0
1496,70336,328064,0
1476,69744,329136,0
1474,69920,328864,0
1490,69720,329232,0
1466,73560,309784,0
1428,72880,325400,0
1452,72808,325560,0
1486,72104,326536,0
1488,72496,326232,0
1502,72328,326296,0
1476,71848,326752,0
1420,73728,309872,0
1468,73752,309936,0
1464,74648,309928,0
1468,74656,309936,0
1482,73768,309944,0
1432,77864,314952,0
1430,77664,315008,0
1476,77816,315016,0
1468,77824,314744,0
1486,77776,314728,0
1512,77656,314736,0
1490,77680,314784,0
1494,77832,314776,0
1430,77872,315096,0
1452,78016,314944,0
1456,77872,314864,0
1460,77872,315032,0
1492,77872,314712,0
1496,77968,314928,0
1500,77848,314728,0
1410,80512,319536,0
1420,80416,319448,0
1422,80496,319576,0
1420,80488,319424,0
1432,80552,319640,0
1450,80664,319752,0
1482,81088,320552,0
1488,81104,320552,0
1488,81088,320560,0
1512,69464,329624,0
1538,69192,329920,0
1558,69096,330032,0
1578,68568,330296,0
1526,74528,309928,0
1558,74464,309952,0
1580,74112,309984,0
1504,77648,314768,0
1522,77768,314968,0
1520,77696,314672,0
1534,77832,314776,0
1526,77696,314672,0
1538,77760,314920,0
1556,77600,314624,0
1556,77752,314760,0
1560,77608,314808,0
1572,77696,314840,0
1576,77632,314768,0
1588,77608,314520,0
1512,77832,314680,0
1512,77880,314688,0
1550,77880,314656,0
1560,77856,314608,0
1500,80928,320312,0
1518,81224,321184,0
1530,81312,321104,0
1540,81376,321296,0
1560,81456,321920,0
1606,74360,309968,0
1608,77824,314776,0
1618,74280,310048,0
1632,74352,309944,0
1646,74168,309968,0
1632,74320,310096,0
1640,74320,310088,0
1676,74176,310168,0
1690,77408,314336,0
1612,77720,314608,0
1612,77672,314416,0
1636,77680,314720,0
1636,77760,314480,0
1630,77504,314592,0
1644,77760,314512,0
1656,77752,314520,0
1658,77808,314456,0
1666,77480,314584,0
1656,77552,314384,0
1670,77256,314656,0
1680,77480,314688,0
1672,77552,314496,0
1670,77552,314656,0
1676,77568,314640,0
1678,77480,314392,0
1684,77208,314576,0
1688,77568,314504,0
1680,77552,314624,0
1624,77872,314688,0
1624,77872,314672,0
1628,77880,314680,0
1614,81544,322432,0
1624,81536,322480,0
1640,81672,322600,0
1708,74168,310200,0
1726,74216,310088,0
1712,74224,310096,0
1740,74352,310120,0
1736,74352,310224,0
1746,74424,310160,0
1760,74320,310184,0
1752,74232,310120,0
1758,74288,310136,0
1772,74288,310208,0
1744,77280,314328,0
1738,77224,314296,0
1756,77184,314304,0
1766,77184,314280,0
1764,77192,314328,0
1718,77520,314424,0
1716,77576,314416,0
1744,77152,314464,0
1738,77408,314536,0
1734,77504,314384,0
1758,77176,314392,0
1806,74448,310280,0
1818,74376,310320,0
1812,74464,310272,0
1864,74448,310376,0
1818,77040,314296,0
1818,77144,314344,0
1822,77120,314320,0
1838,77064,314200,0
1848,77096,314288,0
1836,77088,314312,0
1864,77168,314168,0
1864,77136,314040,0
1868,77024,314328,0
1870,77216,314104,0
1870,77016,314280,0
1864,77280,314288,0
1870,77376,314104,0
1868,77080,314024,0
1868,77264,314272,0
1874,77328,314344,0
1804,77200,314472,0
1810,77336,314464,0
1800,77376,314432,0
1804,77312,314432,0
1818,77288,314448,0
1892,74560,310408,0
1874,77320,314288,0
1884,77064,314384,0
1890,77280,314256,0
1890,76992,314336,0
1890,76992,314232,0
1900,77288,314336,0
1904,77360,314008,0
1904,77432,314144,0
1896,76984,314128,0
1896,77376,314328,0
1882,77240,314408,0
1880,77104,314368,0
1888,77184,314408,0
1896,77200,314376,0
1890,79848,305992,0
1948,74656,310584,0
1974,74816,310600,0
1980,74856,310648,0
1984,74816,310592,0
1992,74912,310712,0
1984,74912,310736,0
1994,74960,310760,0
2004,74912,310672,0
1908,76968,313976,0
1912,77024,314168,0
1912,77320,314232,0
1932,76896,314344,0
1918,77248,314280,0
1916,76992,314096,0
1920,76984,314088,0
1924,77168,314192,0
1932,76952,313768,0
1926,76992,313744,0
1936,77056,314032,0
1932,77248,314208,0
1924,77040,313776,0
1924,77056,313776,0
1932,76824,313760,0
1948,76600,313952,0
1936,76880,313936,0
1942,77000,314328,0
1936,77072,313744,0
1944,76704,313704,0
1936,77056,313728,0
1942,77000,313696,0
1944,77440,313920,0
1940,76592,313728,0
1940,77072,313760,0
1948,77408,314304,0
1944,76656,314048,0
1946,76944,314368,0
1948,76640,313848,0
1950,76592,313888,0
1948,76816,314272,0
1950,77336,313728,0
1944,76592,314000,0
1948,76736,313504,0
1954,77544,314176,0
1956,76720,313488,0
1952,76776,313936,0
1954,77016,313656,0
1958,76920,313624,0
1962,77400,313736,0
1956,76592,313856,0
1966,76496,313624,0
1964,77096,313848,0
1968,76376,313832,0
1968,77456,313632,0
1970,77552,314080,0
1978,77088,313632,0
1976,76472,314088,0
1978,76776,313976,0
1974,77456,313592,0
1986,76224,313736,0
1982,77032,313440,0
1980,76856,313912,0
1982,77360,314128,0
1988,76656,314360,0
1982,76944,313888,0
1984,76896,313600,0
1984,77584,314040,0
1990,76776,313752,0
1996,76848,313648,0
1988,76232,314040,0
1990,76904,313808,0
1990,76944,313576,0
1994,76464,314304,0
1992,77424,314360,0
1992,76136,313736,0
1994,76208,313984,0
1994,76576,314288,0
1992,77248,314040,0
2000,77488,313840,0
1996,77248,313440,0
1994,77248,313488,0
2000,76600,313672,0
1998,77112,313512,0
1998,76872,313752,0
1998,77256,313520,0
1996,77368,313608,0
2002,76728,313568,0
2006,77056,313488,0
2008,77432,314328,0
2000,76400,313448,0
2000,77288,313504,0
1934,77008,314392,0
1952,76928,314432,0
1952,77152,314456,0
1958,76704,314392,0
1958,77248,314376,0
1970,77144,314464,0
1974,77216,314456,0
1978,76864,314488,0
2002,76824,314496,0
1998,77160,314496,0
2002,77400,314384,0
1924,79608,306224,0
1950,79440,306280,0
1948,79488,306336,0
1952,79472,306352,0
1956,79456,306384,0
1968,79384,306440,0
1984,79296,306528,0
1984,79280,306528,0
1988,79280,306544,0
1992,79248,306576,0
1996,79216,306592,0
2000,79184,306624,0
2076,56680,328208,0
2068,57296,327888,0
2072,56816,328072,0
2070,57048,327968,0
2092,56528,328224,0
2080,56704,328128,0
2088,57064,328032,0
2092,56560,328192,0
2096,56432,328272,0
2096,56416,328272,0
2068,58432,327536,0
2062,58472,327464,0
2058,57448,327784,0
2052,58528,327456,0
2064,58160,327600,0
2062,58432,327608,0
2066,57552,327792,0
2064,57952,327672,0
2066,58608,327392,0
2080,58976,327136,0
2064,57920,327680,0
2064,57408,327840,0
2064,57680,327744,0
2064,57696,327744,0
2064,59072,327120,0
2072,58768,327280,0
2068,58432,327600,0
2088,58576,327464,0
2078,60992,326296,0
2076,61440,326032,0
2090,61496,326008,0
2080,61296,326080,0
2092,60912,326352,0
2084,59704,326768,0
2090,61744,325816,0
2088,61600,325920,0
2088,61632,325904,0
2092,61696,325936,0
2086,71416,310560,0
2096,71384,310576,0
2064,70464,316888,0
2044,72768,310896,0
2082,73248,311032,0
2086,73352,311048,0
2096,73528,311064,0
2092,73424,311072,0
2082,74696,309672,0
2084,74640,309688,0
2012,75128,311080,0
2008,74896,310640,0
2012,75088,311032,0
2020,74936,310792,0
2020,74808,310640,0
2018,74976,310920,0
2016,74960,310752,0
2020,74944,310968,0
2016,74960,310880,0
2024,74880,310816,0
2024,74912,310856,0
2034,75208,311080,0
2030,75168,311312,0
2034,75176,311400,0
2028,74824,310704,0
2044,75096,310864,0
2040,75160,311576,0
2040,75008,311136,0
2056,75176,311680,0
2040,75216,311056,0
2054,75240,311712,0
2048,75216,311056,0
2056,75304,311640,0
2066,75112,311656,0
2060,75312,311760,0
2062,75160,311744,0
2064,75072,311576,0
2066,75208,311792,0
2064,75344,311872,0
2074,75216,311568,0
2074,75104,311336,0
2068,75232,311824,0
2074,75416,311528,0
2080,75248,311840,0
2072,75376,311792,0
2086,75656,312200,0
2082,75576,312048,0
2080,75576,312192,0
2088,75416,312056,0
2092,75512,312136,0
2084,75104,311672,0
2088,75584,312248,0
2094,75072,311480,0
2092,75712,312320,0
2098,75248,311824,0
2100,75608,312224,0
2096,75728,312248,0
2102,75176,311672,0
2102,75248,311688,0
2088,75720,314000,0
2092,75672,313720,0
2086,75712,313664,0
2090,75768,314272,0
2092,75712,312368,0
2090,75800,312496,0
2102,75736,313904,0
2082,74600,324608,0
2096,74528,324368,0
2088,74592,324512,0
2102,74408,324008,0
2104,74376,323640,0
2046,74680,325120,0
2052,74672,325040,0
2056,74656,324976,0
2056,74656,324960,0
2060,74656,324928,0
2074,74616,324760,0
2098,77768,307712,0
2096,75800,312064,0
2016,76224,314288,0
2004,76376,313576,0
2004,76384,313344,0
2008,76448,314336,0
2006,76592,313352,0
2000,76616,313304,0
2002,76752,313656,0
2006,77200,313784,0
2004,77232,313416,0
2004,77528,314000,0
2006,77600,314056,0
2010,77248,313536,0
2010,76080,313824,0
2008,76400,313240,0
2006,76912,313624,0
2012,76096,314128,0
2004,76624,313648,0
2012,77312,313744,0
2012,77608,314144,0
2012,77472,313768,0
2008,77544,314312,0
2022,77632,314176,0
2012,76328,313440,0
2010,77288,313424,0
2016,76216,314320,0
2008,76624,313264,0
2020,77584,314272,0
2026,77416,314288,0
2016,76200,314248,0
2012,76944,313568,0
2014,76968,313576,0
2012,77056,313456,0
2012,77552,313984,0
2016,77640,313664,0
2022,76120,313480,0
2024,76296,313232,0
2020,77264,314336,0
2022,76304,314344,0
2024,76928,313496,0
2026,77056,313312,0
2026,76104,314280,0
2024,76488,313264,0
2024,77256,314064,0
2024,77328,314312,0
2030,77512,313776,0
2024,77536,314240,0
2026,76544,313232,0
2028,76616,313128,0
2028,77416,313296,0
2026,77240,314376,0
2034,76768,313296,0
2026,77424,313400,0
2024,77648,313688,0
2038,76368,313280,0
2034,76456,313256,0
2036,76632,313488,0
2036,76808,313208,0
2034,76856,313288,0
2038,76600,313232,0
2040,76680,313448,0
2040,76904,313480,0
2036,77448,313456,0
2040,75920,313768,0
2036,76632,313168,0
2040,76648,313344,0
2046,77544,314200,0
2046,76432,313456,0
2038,76888,313240,0
2038,76984,313320,0
2038,77688,313528,0
2042,76024,314256,0
2044,77304,313984,0
2046,76056,313584,0
2046,77576,313920,0
2046,76152,313448,0
2044,76952,313312,0
2040,77408,313352,0
2046,77600,314128,0
2046,76432,313024,0
2048,76776,313248,0
2050,76912,313376,0
2044,77400,313344,0
2048,76360,313136,0
2044,77248,313264,0
2050,75856,313648,0
2044,76904,313432,0
2046,76904,313328,0
2048,76064,314344,0
2052,75920,314224,0
2052,77656,313624,0
2058,76240,313168,0
2048,77760,313696,0
2060,76704,313264,0
2060,77160,313584,0
2060,77432,314056,0
2058,77512,313576,0
2058,77560,313856,0
2054,77416,313512,0
2058,76488,313424,0
2062,76336,313064,0
2064,76544,313008,0
2064,77104,313256,0
2056,76672,313136,0
2060,76896,313200,0
2062,77352,313472,0
2062,77408,314400,0
2056,77768,313680,0
2062,77464,313664,0
2056,77584,313840,0
2064,76432,312952,0
2068,77712,313368,0
2064,77800,313408,0
2068,75992,314312,0
2070,76320,312952,0
2084,76912,313304,0
2060,77472,313472,0
2060,77440,314016,0
2072,77672,314288,0
2060,77680,313344,0
2070,77272,313456,0
2072,76120,313120,0
2072,77424,313928,0
2068,77488,313464,0
2080,77568,314008,0
2074,77624,313616,0
2074,77808,313368,0
2074,76232,313008,0
2068,77424,314352,0
2076,77696,313640,0
2072,77856,313432,0
2074,76168,313384,0
2068,76800,313168,0
2074,75912,313496,0
2078,77088,313368,0
2084,77320,313480,0
2078,77600,313520,0
2080,77632,313400,0
2074,77848,313488,0
2078,76232,313408,0
2080,76728,313080,0
2078,76792,313184,0
2078,76992,312936,0
2078,77744,313408,0
2078,77672,313264,0
2084,77464,313968,0
2086,76568,313064,0
2086,77632,313672,0
2086,76216,312960,0
2080,75936,314352,0
2086,76136,313328,0
2086,77176,313472,0
2112,75936,314352,0
2086,77000,313048,0
2080,77584,313296,0
2084,77232,313128,0
2096,77336,313208,0
2092,75968,312976,0
2090,77824,313464,0
2084,76984,313208,0
2090,76104,313080,0
2090,75896,313184,0
2096,77800,313992,0
2084,77800,313160,0
2096,75832,312560,0
2090,76976,313216,0
2096,76488,313024,0
2094,77000,313312,0
2098,77728,313624,0
2094,75904,312640,0
2096,77824,313128,0
2100,77000,313256,0
2100,77448,313512,0
2094,77280,313160,0
2102,77816,313792,0
2106,77704,314360,0
2102,77744,313768,0
2106,77760,313176,0
2098,77672,313176,0
2104,76392,313184,0
2008,77280,314376,0
2024,76928,314488,0
2028,76320,314424,0
2026,77080,314544,0
2038,76544,314480,0
2048,76760,314576,0
2042,77264,314520,0
2044,76752,314544,0
2058,76472,314544,0
2054,77440,314448,0
2058,77216,314384,0
2060,76696,314616,0
2056,77392,314432,0
2076,76400,314576,0
2084,77584,314456,0
2090,76136,314496,0
2092,77424,314584,0
2110,76920,314648,0
2100,77472,314520,0
2004,79168,306640,0
2018,79072,306696,0
2008,79136,306688,0
2036,78904,306840,0
2038,78744,306952,0
2050,78744,306968,0
2090,78032,307504,0
2070,78096,313192,0
2072,78560,312960,0
2078,78296,313008,0
2076,78160,313144,0
2082,78224,313096,0
2078,78024,313296,0
2080,79712,312656,0
2086,79672,312704,0
2088,79056,312896,0
2080,79104,312864,0
2080,79696,312672,0
2090,79232,312776,0
2084,77888,313504,0
2092,77944,313128,0
2084,78048,313296,0
2088,77896,313504,0
2096,78072,313288,0
2090,78632,312920,0
2096,79552,312688,0
2092,78024,313328,0
2100,78168,313248,0
2100,79408,312728,0
2106,77968,313424,0
2094,77936,313304,0
2098,78256,313200,0
2098,78936,312864,0
2092,79280,312792,0
2094,78224,313240,0
2096,79008,312840,0
2096,79056,312864,0
2102,79520,312728,0
2100,78744,312920,0
2106,79352,312736,0
2066,79816,316408,0
2064,79728,316296,0
2080,79688,316256,0
2074,79784,316296,0
2064,79856,316416,0
2038,80984,312288,0
2040,81016,312264,0
2040,80816,312392,0
2044,80928,312336,0
2048,80880,312360,0
2052,80232,312608,0
2052,80288,312592,0
2052,80424,312512,0
2054,80344,312552,0
2058,80528,312496,0
2100,79888,316368,0
2046,80008,316464,0
2040,80104,316568,0
2040,80032,316480,0
2052,80040,316496,0
2048,85512,316432,0
2040,85712,317424,0
2044,85664,317408,0
2054,85576,317376,0
2066,85360,316464,0
2088,85264,316480,0
2104,56288,328336,0
2104,56304,328320,0
2108,56216,328376,0
2112,56136,328408,0
2128,55752,328664,0
2118,56016,328496,0
2120,55880,328584,0
2138,55648,328728,0
2144,55576,328768,0
2102,61576,325928,0
2100,61872,325728,0
2106,61944,325680,0
2116,62080,325608,0
2130,62216,325520,0
2132,62240,325568,0
2136,62272,325552,0
2110,74704,309280,0
2112,74680,309312,0
2100,74920,311488,0
2110,74920,311472,0
2106,75152,311512,0
2104,75168,311472,0
2100,75184,311496,0
2108,75360,311784,0
2100,75704,311960,0
2106,75720,312096,0
2100,75728,311976,0
2106,75184,311536,0
2104,75344,311696,0
2104,75352,311816,0
2110,75336,311664,0
2114,75392,311848,0
2114,75464,311888,0
2114,75704,312040,0
2112,75192,311528,0
2126,75672,312112,0
2122,75752,312168,0
2130,74584,311288,0
2136,75736,312208,0
2108,75600,313832,0
2112,75688,313552,0
2114,75808,312424,0
2124,75600,314072,0
2128,75560,313824,0
2128,75640,313576,0
2134,75824,313480,0
2100,74400,323816,0
2100,74456,324144,0
2100,74480,324208,0
2100,74480,324224,0
2104,74384,323712,0
2110,74384,323520,0
2122,74408,323232,0
2116,74384,323416,0
2132,74432,323128,0
2112,75936,312264,0
2124,75832,312120,0
2116,75800,312304,0
2104,75952,312816,0
2100,75984,312816,0
2106,75992,312856,0
2102,76040,312856,0
2108,77592,313584,0
2108,77584,313168,0
2116,77712,313128,0
2110,75912,312760,0
2112,77480,313352,0
2106,75832,312600,0
2106,76048,312872,0
2112,77304,313256,0
2108,77680,313184,0
2112,77472,313568,0
2114,77696,313896,0
2108,76032,312480,0
2108,76032,312464,0
2114,76336,313192,0
2116,76752,313056,0
2108,76240,313136,0
2116,76888,313208,0
2112,76016,312464,0
2118,76232,312912,0
